Projeto_ID,Projeto_name,Duracao_meses,Orcamento_R$,Tamanho_da_Equipe,RecursosDisponiveis,cargoFuncionario,Sucesso
PROJ_0311,App de Delivery,7.3,219195.38,2,médio,Analista de Sistemas,1
PROJ_0312,App de Monitoramento Mobile,4.8,200195.7,2,alto,Consultor Técnico,0
PROJ_0313,Portal de Documentos,7.6,258023.11,2,médio,Coordenador de TI,0
PROJ_0314,Portal Interno,8.3,285183.03,2,médio,Gerente de Desenvolvimento,1
PROJ_0315,Plataforma de Cursos,3.8,107606.43,2,alto,Consultor Técnico,1
PROJ_0316,Portal Interno,4.4,153964.73,2,baixo,Arquiteto de Software,1
PROJ_0317,Portal de Documentos Mobile,4.9,206419.3,3,alto,Líder Técnico,1
PROJ_0318,Plataforma IoT,11.5,424900.31,3,alto,Analista de Sistemas,1
PROJ_0319,Sistema de Qualidade,3.2,70860.77,2,alto,Tech Lead,1
PROJ_0320,Plataforma de Cursos,4.5,199858.27,2,alto,Consultor Técnico,0
PROJ_0321,App de Monitoramento,6.0,180279.55,2,médio,Tech Lead,1
PROJ_0322,Portal de Treinamento Web,6.6,534835.19,4,médio,Desenvolvedor Senior,1
PROJ_0323,Portal de Relatórios,6.0,211269.68,2,médio,Gerente de Desenvolvimento,1
PROJ_0324,App Mobile de Vendas,4.3,159039.54,2,médio,Especialista em Dados,0
PROJ_0325,Sistema de Backup,3.2,104349.58,2,médio,Gerente de Desenvolvimento,1
PROJ_0326,App de Monitoramento,13.4,689980.32,2,alto,Analista de Sistemas,1
PROJ_0327,App de Logística,6.0,178524.83,2,baixo,Analista de Sistemas,0
PROJ_0328,Plataforma de Vendas,4.4,194940.76,2,alto,Tech Lead,1
PROJ_0329,Portal de Treinamento Advanced,3.1,118365.79,2,médio,Coordenador de TI,1
PROJ_0330,Plataforma de Vendas,3.9,241214.03,3,alto,Gerente de Projetos,1
PROJ_0331,Portal de Documentos Web,4.5,217605.0,2,baixo,Analista de Sistemas,0
PROJ_0332,Portal do Cliente,9.2,968635.7,6,médio,Arquiteto de Software,1
PROJ_0333,Plataforma de Cursos,5.9,168596.38,2,alto,Gerente de Desenvolvimento,1
PROJ_0334,App de Atendimento Pro,6.5,172983.02,2,alto,Consultor Técnico,1
PROJ_0335,App de Monitoramento,8.1,508552.2,3,alto,Especialista em Dados,1
PROJ_0336,Portal de Treinamento,7.7,241384.36,2,baixo,Líder Técnico,1
PROJ_0337,Portal do Cliente Web,5.3,135788.65,2,alto,Arquiteto de Software,1
PROJ_0338,App de Delivery,5.9,159112.29,2,baixo,Gerente de Desenvolvimento,0
PROJ_0339,Sistema de Estoque,3.8,115753.97,2,baixo,Coordenador de TI,0
PROJ_0340,Sistema de Qualidade Pro,4.9,156468.1,2,alto,Gerente de Projetos,1
PROJ_0341,App Mobile de Vendas,9.5,650049.86,5,baixo,Gerente de Projetos,1
PROJ_0342,Sistema CRM,9.7,435550.61,3,alto,Gerente de Desenvolvimento,1
PROJ_0343,Plataforma E-commerce Advanced,10.3,315030.45,2,alto,Líder Técnico,1
PROJ_0344,Plataforma IoT,4.4,141973.41,2,baixo,Analista de Sistemas,0
PROJ_0345,Dashboard Analytics Advanced,5.4,208673.82,3,médio,Líder Técnico,1
PROJ_0346,Plataforma IoT Mobile,3.6,149753.31,2,alto,Analista de Sistemas,1
PROJ_0347,App de Delivery,3.9,128019.4,2,médio,Arquiteto de Software,1
PROJ_0348,Sistema de Qualidade V2,4.0,180307.66,2,alto,Especialista em Dados,0
PROJ_0349,Sistema de Compras Mobile,3.6,153895.71,2,baixo,Analista de Sistemas,0
PROJ_0350,Portal do Cliente,4.6,136609.48,2,médio,Tech Lead,1
PROJ_0351,Portal de Relatórios Advanced,5.4,254063.15,2,baixo,Arquiteto de Software,0
PROJ_0352,Sistema de Qualidade,10.7,640106.07,3,baixo,Desenvolvedor Senior,1
PROJ_0353,App de Monitoramento,6.4,230186.93,2,alto,Coordenador de TI,1
PROJ_0354,App de Delivery,9.2,195968.07,2,médio,Tech Lead,1
PROJ_0355,Portal de Relatórios Web,2.9,95801.77,2,médio,Arquiteto de Software,1
PROJ_0356,Sistema de Gestão Empresarial,3.4,127085.69,2,médio,Gerente de Desenvolvimento,1
PROJ_0357,Portal Interno Web,5.2,111747.04,2,alto,Gerente de Projetos,1
PROJ_0358,App de Controle de Acesso,5.4,265339.58,3,médio,Especialista em Dados,1
PROJ_0359,Plataforma de BI,3.8,128535.07,2,alto,Arquiteto de Software,1
PROJ_0360,App de Comunicação,5.5,137977.48,2,baixo,Líder Técnico,1
PROJ_0361,Sistema de Segurança,3.5,104411.83,2,alto,Desenvolvedor Senior,1
PROJ_0362,Sistema de Manutenção Web,6.9,194575.89,2,baixo,Analista de Sistemas,1
PROJ_0363,App de Atendimento Web,9.9,603050.25,4,médio,Gerente de Projetos,1
PROJ_0364,Sistema CRM,3.1,122888.62,2,médio,Gerente de Projetos,0
PROJ_0365,Portal de Relatórios,4.6,116978.67,2,médio,Analista de Sistemas,1
PROJ_0366,Portal do Cliente,5.4,199758.67,2,baixo,Tech Lead,1
PROJ_0367,Portal de Documentos,4.9,198834.8,3,baixo,Desenvolvedor Senior,1
PROJ_0368,Plataforma E-commerce,6.6,256199.24,2,alto,Tech Lead,0
PROJ_0369,Plataforma de Vendas,2.7,81642.02,2,médio,Arquiteto de Software,0
PROJ_0370,Plataforma de BI Advanced,7.0,363178.01,2,médio,Arquiteto de Software,0
PROJ_0371,Portal de Documentos,3.9,137026.02,2,médio,Coordenador de TI,1
PROJ_0372,Sistema de Qualidade,6.0,166490.15,2,baixo,Analista de Sistemas,1
PROJ_0373,App de Comunicação,3.0,136908.78,2,baixo,Gerente de Desenvolvimento,0
PROJ_0374,Portal de Treinamento,5.3,128534.02,2,médio,Tech Lead,0
PROJ_0375,Portal do Cliente,3.9,272069.08,3,alto,Gerente de Projetos,1
PROJ_0376,Portal Interno,9.5,321269.3,2,médio,Especialista em Dados,1
PROJ_0377,Sistema Financeiro,5.4,109142.55,2,baixo,Arquiteto de Software,0
PROJ_0378,Portal de Relatórios,2.7,155755.21,3,baixo,Tech Lead,1
PROJ_0379,Sistema de Estoque,4.9,249676.48,3,baixo,Especialista em Dados,1
PROJ_0380,Sistema de Gestão Empresarial,4.1,96291.65,2,baixo,Consultor Técnico,0
PROJ_0381,Plataforma de Cursos,5.9,377717.69,3,baixo,Desenvolvedor Senior,0
PROJ_0382,App de Atendimento Advanced,3.3,69626.93,2,alto,Arquiteto de Software,1
PROJ_0383,App de Atendimento,2.6,102873.76,2,médio,Analista de Sistemas,1
PROJ_0384,App Mobile de Vendas,5.4,328234.43,3,médio,Arquiteto de Software,1
PROJ_0385,App de Logística Plus,7.9,291516.28,2,alto,Consultor Técnico,0
PROJ_0386,Plataforma E-commerce,6.7,422017.49,4,médio,Tech Lead,1
PROJ_0387,Plataforma IoT,2.6,93454.14,2,baixo,Consultor Técnico,0
PROJ_0388,Portal de Fornecedores,10.4,546993.59,4,médio,Analista de Sistemas,1
PROJ_0389,Sistema de Compras,7.9,455082.87,3,alto,Coordenador de TI,1
PROJ_0390,Plataforma de BI,8.2,294845.06,2,médio,Gerente de Desenvolvimento,1
PROJ_0391,Portal Interno Pro,7.4,446699.37,3,alto,Desenvolvedor Senior,1
PROJ_0392,Sistema de Qualidade,7.8,439916.25,3,baixo,Desenvolvedor Senior,0
PROJ_0393,Portal de Treinamento,4.1,179270.08,2,médio,Tech Lead,0
PROJ_0394,Sistema de Produção,4.5,330409.19,4,alto,Tech Lead,1
PROJ_0395,App Mobile de Vendas,5.4,186631.76,2,médio,Desenvolvedor Senior,0
PROJ_0396,Sistema de Estoque,3.6,173623.56,2,baixo,Especialista em Dados,0
PROJ_0397,Portal do Cliente,13.2,378203.7,2,médio,Líder Técnico,1
PROJ_0398,Sistema de Gestão Empresarial Pro,6.5,240446.43,2,médio,Desenvolvedor Senior,0
PROJ_0399,Plataforma E-commerce,5.0,231592.51,2,médio,Desenvolvedor Senior,0
PROJ_0400,Portal do Cliente,4.1,146413.37,3,baixo,Consultor Técnico,1
PROJ_0401,Sistema de RH,4.2,138576.08,2,baixo,Desenvolvedor Senior,1
PROJ_0402,Plataforma de Cursos,3.7,110985.41,2,baixo,Líder Técnico,1
PROJ_0403,Sistema de Gestão Empresarial Plus,11.9,534008.21,2,médio,Analista de Sistemas,1
PROJ_0404,Sistema de Produção Plus,3.4,91666.83,2,médio,Coordenador de TI,1
PROJ_0405,Plataforma IoT,5.8,352769.94,3,médio,Analista de Sistemas,1
PROJ_0406,Sistema de Gestão Empresarial,3.2,125641.64,2,médio,Desenvolvedor Senior,1
PROJ_0407,Portal de Relatórios,6.1,241430.38,2,médio,Analista de Sistemas,0
PROJ_0408,Portal Interno Web,6.8,314852.03,2,médio,Gerente de Desenvolvimento,1
PROJ_0409,Plataforma de Vendas V2,5.0,335329.85,4,alto,Especialista em Dados,1
PROJ_0410,Sistema de Qualidade,10.3,337490.04,3,baixo,Consultor Técnico,1
PROJ_0411,Portal de Relatórios Mobile,7.0,287482.7,2,médio,Desenvolvedor Senior,1
PROJ_0412,Sistema de Manutenção Web,3.8,184026.54,2,médio,Consultor Técnico,1
PROJ_0413,Sistema CRM,6.6,286282.34,3,médio,Gerente de Projetos,0
PROJ_0414,App Mobile de Vendas,8.2,301401.94,2,médio,Gerente de Desenvolvimento,0
PROJ_0415,Portal de Fornecedores,6.1,229912.81,2,médio,Especialista em Dados,1
PROJ_0416,Sistema de Backup,7.5,168852.0,2,médio,Coordenador de TI,1
PROJ_0417,Sistema de Compras Mobile,2.5,85343.48,2,baixo,Analista de Sistemas,1
PROJ_0418,Portal do Cliente Mobile,10.6,1014580.85,4,médio,Líder Técnico,1
PROJ_0419,Sistema de Produção,3.3,116523.8,2,médio,Gerente de Desenvolvimento,1
PROJ_0420,Sistema de Manutenção,3.6,183644.31,2,médio,Especialista em Dados,1
PROJ_0421,Plataforma de Vendas,8.7,310289.22,2,baixo,Coordenador de TI,0
PROJ_0422,Sistema de Segurança,3.6,139499.14,2,médio,Consultor Técnico,1
PROJ_0423,Portal de Documentos,5.8,141592.23,2,baixo,Gerente de Desenvolvimento,1
PROJ_0424,Sistema de Qualidade,3.5,79891.95,2,baixo,Gerente de Desenvolvimento,1
PROJ_0425,Plataforma de Cursos,12.2,426412.7,3,médio,Gerente de Desenvolvimento,1
PROJ_0426,Portal de Fornecedores,3.0,77022.79,2,alto,Tech Lead,1
PROJ_0427,Portal de Fornecedores,4.0,152548.92,2,alto,Arquiteto de Software,1
PROJ_0428,Sistema Financeiro,2.5,94360.59,2,baixo,Especialista em Dados,0
PROJ_0429,Portal do Cliente V2,4.7,159827.67,2,médio,Coordenador de TI,0
PROJ_0430,Portal de Fornecedores Web,4.4,119836.87,2,baixo,Tech Lead,1
PROJ_0431,Sistema de Segurança V2,6.0,282864.02,4,alto,Líder Técnico,1
PROJ_0432,Sistema de Produção,8.6,411663.38,3,alto,Coordenador de TI,1
PROJ_0433,Portal de Fornecedores,6.3,227097.08,2,alto,Gerente de Desenvolvimento,1
PROJ_0434,Portal de Treinamento,5.2,218402.51,2,baixo,Gerente de Projetos,0
PROJ_0435,Sistema CRM,8.4,666728.01,4,médio,Tech Lead,1
PROJ_0436,Sistema de Estoque,4.2,101285.6,2,médio,Desenvolvedor Senior,1
PROJ_0437,Plataforma E-commerce,2.8,76730.17,2,alto,Desenvolvedor Senior,1
PROJ_0438,Portal de Treinamento Mobile,3.2,214122.56,3,médio,Tech Lead,1
PROJ_0439,Sistema de Estoque,6.5,314651.9,4,alto,Líder Técnico,1
PROJ_0440,App de Delivery,7.5,490618.83,3,médio,Consultor Técnico,1
PROJ_0441,App de Comunicação,10.6,831690.57,6,médio,Líder Técnico,1
PROJ_0442,Plataforma IoT,4.8,145550.63,2,baixo,Gerente de Projetos,0
PROJ_0443,Sistema de Manutenção,4.9,181331.51,2,médio,Arquiteto de Software,1
PROJ_0444,Sistema de Gestão Empresarial Web,8.8,228737.81,2,médio,Arquiteto de Software,1
PROJ_0445,App de Controle de Acesso,9.1,831485.14,4,alto,Gerente de Projetos,1
PROJ_0446,Dashboard Analytics,3.1,83314.27,2,baixo,Líder Técnico,1
PROJ_0447,Plataforma IoT,10.6,561268.54,4,médio,Analista de Sistemas,1
PROJ_0448,Portal de Documentos,2.7,137068.98,2,alto,Gerente de Projetos,1
PROJ_0449,Portal do Cliente,4.6,231758.69,2,baixo,Desenvolvedor Senior,1
PROJ_0450,App de Monitoramento,7.2,478109.53,4,médio,Tech Lead,1
PROJ_0451,Dashboard Analytics,4.0,130519.29,2,alto,Tech Lead,1
PROJ_0452,App de Comunicação,10.1,757538.32,4,alto,Líder Técnico,1
PROJ_0453,Portal do Cliente,6.3,188510.9,2,alto,Analista de Sistemas,0
PROJ_0454,Dashboard Analytics,11.1,594412.98,2,médio,Gerente de Projetos,0
PROJ_0455,Plataforma IoT Advanced,5.7,204605.42,2,médio,Gerente de Desenvolvimento,1
PROJ_0456,App de Logística,5.7,236807.24,2,médio,Gerente de Desenvolvimento,1
PROJ_0457,Portal Interno Mobile,3.0,90134.62,2,médio,Coordenador de TI,1
PROJ_0458,Sistema Financeiro,11.9,1045439.9,4,alto,Arquiteto de Software,0
PROJ_0459,Plataforma IoT,10.1,282984.6,2,baixo,Especialista em Dados,0
PROJ_0460,Plataforma de Vendas,4.6,93803.31,2,médio,Gerente de Projetos,1
PROJ_0461,App de Delivery,9.1,442517.43,2,baixo,Líder Técnico,0
PROJ_0462,App Mobile de Vendas Pro,7.2,276890.75,2,baixo,Desenvolvedor Senior,1
PROJ_0463,App de Comunicação Pro,5.5,123985.28,2,baixo,Arquiteto de Software,1
PROJ_0464,Plataforma de Cursos Advanced,3.8,144138.23,2,baixo,Gerente de Desenvolvimento,1
PROJ_0465,Dashboard Analytics Mobile,4.3,135355.14,2,baixo,Desenvolvedor Senior,0
PROJ_0466,Plataforma de Vendas,3.0,68114.07,2,médio,Tech Lead,1
PROJ_0467,Portal do Cliente,4.4,159607.52,2,baixo,Gerente de Projetos,0
PROJ_0468,Portal de Fornecedores V2,6.2,192486.23,2,alto,Tech Lead,1
PROJ_0469,Portal de Relatórios,5.3,407802.27,4,alto,Gerente de Desenvolvimento,1
PROJ_0470,Sistema de Backup,4.6,357111.61,3,médio,Arquiteto de Software,1
PROJ_0471,Sistema de Estoque,5.7,220969.58,2,médio,Tech Lead,0
PROJ_0472,Dashboard Analytics,12.0,612462.87,3,baixo,Líder Técnico,0
PROJ_0473,Sistema de Qualidade,2.4,130561.14,3,baixo,Tech Lead,1
PROJ_0474,Portal do Cliente,11.5,361764.42,2,baixo,Coordenador de TI,1
PROJ_0475,App de Delivery,6.5,335663.94,2,médio,Gerente de Desenvolvimento,1
PROJ_0476,Plataforma de Vendas Pro,8.0,211312.03,2,alto,Tech Lead,1
PROJ_0477,App de Delivery,9.5,312161.45,2,baixo,Analista de Sistemas,1
PROJ_0478,Portal do Cliente,7.4,302624.85,2,baixo,Coordenador de TI,0
PROJ_0479,Plataforma de Vendas,6.4,226322.04,2,baixo,Tech Lead,1
PROJ_0480,Sistema Financeiro,3.5,130600.63,2,baixo,Analista de Sistemas,1
PROJ_0481,App de Delivery Pro,8.2,294612.56,2,baixo,Desenvolvedor Senior,1
PROJ_0482,Dashboard Analytics,10.4,1575854.02,7,médio,Coordenador de TI,1
PROJ_0483,Dashboard Analytics,5.9,212243.08,2,baixo,Especialista em Dados,1
PROJ_0484,Sistema de Qualidade,12.1,629122.33,4,médio,Líder Técnico,1
PROJ_0485,Sistema de Qualidade,3.5,125982.92,2,médio,Líder Técnico,1
PROJ_0486,App de Atendimento,6.3,173834.02,2,médio,Líder Técnico,0
PROJ_0487,Plataforma de Cursos,4.9,231077.44,2,alto,Tech Lead,1
PROJ_0488,Plataforma E-commerce,5.2,256301.11,2,alto,Especialista em Dados,0
PROJ_0489,Sistema de Qualidade,9.3,770444.47,4,médio,Arquiteto de Software,1
PROJ_0490,Portal de Relatórios Mobile,10.8,526603.47,2,baixo,Coordenador de TI,0
PROJ_0491,Sistema CRM,3.0,96735.25,2,médio,Gerente de Projetos,1
PROJ_0492,App Mobile de Vendas,3.2,280407.89,4,médio,Arquiteto de Software,0
PROJ_0493,Portal do Cliente,4.5,168491.48,2,alto,Coordenador de TI,0
PROJ_0494,Sistema de Manutenção,12.2,298538.1,2,médio,Gerente de Desenvolvimento,1
PROJ_0495,Sistema de Qualidade,8.3,400618.21,3,médio,Gerente de Projetos,1
PROJ_0496,Sistema de Qualidade,4.1,110463.23,2,alto,Líder Técnico,1
PROJ_0497,App de Atendimento Mobile,4.8,203228.82,2,médio,Especialista em Dados,0
PROJ_0498,Plataforma de Vendas V2,5.9,159292.99,2,médio,Especialista em Dados,1
PROJ_0499,Sistema de Estoque,6.8,356976.28,4,médio,Tech Lead,1
PROJ_0500,Sistema de Backup Web,7.1,349865.28,2,alto,Analista de Sistemas,1
PROJ_0501,App Mobile de Vendas Advanced,7.1,146080.62,2,médio,Especialista em Dados,1
PROJ_0502,Plataforma de Vendas,3.6,122743.93,2,alto,Analista de Sistemas,1
PROJ_0503,Sistema Financeiro,7.3,278185.82,2,baixo,Arquiteto de Software,1
PROJ_0504,App de Monitoramento,2.9,79118.85,2,alto,Tech Lead,1
PROJ_0505,Plataforma IoT,5.2,192063.53,2,alto,Tech Lead,1
PROJ_0506,Portal do Cliente,4.4,123860.25,2,médio,Consultor Técnico,0
PROJ_0507,Plataforma IoT,4.2,116516.73,2,médio,Arquiteto de Software,0
PROJ_0508,Portal de Documentos,5.8,198284.63,2,alto,Líder Técnico,1
PROJ_0509,Portal de Treinamento V2,4.0,98805.33,2,médio,Líder Técnico,1
PROJ_0510,Plataforma IoT Pro,3.8,91195.18,2,alto,Arquiteto de Software,1
PROJ_0511,App de Atendimento,3.9,147225.8,2,alto,Gerente de Desenvolvimento,1
PROJ_0512,Plataforma E-commerce,6.2,443241.8,4,médio,Coordenador de TI,1
PROJ_0513,Sistema CRM,10.6,650433.21,4,médio,Tech Lead,1
PROJ_0514,Plataforma de BI Web,7.0,349704.81,3,médio,Consultor Técnico,1
PROJ_0515,Portal do Cliente,4.8,108291.05,2,baixo,Gerente de Desenvolvimento,0
PROJ_0516,Plataforma de Vendas,7.7,514381.7,4,alto,Tech Lead,0
PROJ_0517,Sistema CRM Plus,3.8,137937.5,2,médio,Tech Lead,1
PROJ_0518,App de Comunicação,8.1,321548.26,3,médio,Desenvolvedor Senior,1
PROJ_0519,Plataforma E-commerce Pro,3.2,148015.77,2,baixo,Coordenador de TI,0
PROJ_0520,Plataforma de Vendas,3.1,72546.86,2,alto,Consultor Técnico,0
PROJ_0521,App Mobile de Vendas,6.3,264969.68,2,baixo,Líder Técnico,1
PROJ_0522,Plataforma E-commerce,4.5,131231.34,2,alto,Analista de Sistemas,1
PROJ_0523,Dashboard Analytics Web,5.1,230701.85,2,baixo,Líder Técnico,0
PROJ_0524,Sistema de Segurança,10.9,476715.08,3,médio,Especialista em Dados,1
PROJ_0525,App Mobile de Vendas,7.8,376350.61,2,baixo,Desenvolvedor Senior,0
PROJ_0526,Sistema de Qualidade,3.8,95008.72,2,médio,Especialista em Dados,1
PROJ_0527,App de Delivery,3.7,149522.9,2,alto,Arquiteto de Software,1
PROJ_0528,Sistema de Segurança,5.6,195547.56,2,baixo,Desenvolvedor Senior,1
PROJ_0529,Sistema Financeiro,2.9,98228.06,2,alto,Líder Técnico,1
PROJ_0530,Sistema de Qualidade,7.2,223591.28,2,alto,Arquiteto de Software,1
PROJ_0531,App de Comunicação,2.8,104419.38,2,médio,Consultor Técnico,1
PROJ_0532,Portal de Fornecedores,4.6,190556.96,2,baixo,Desenvolvedor Senior,0
PROJ_0533,Sistema de Segurança,9.1,288750.35,2,alto,Arquiteto de Software,1
PROJ_0534,App Mobile de Vendas,8.3,405340.67,3,alto,Tech Lead,1
PROJ_0535,Sistema de Produção,3.4,114239.75,2,baixo,Consultor Técnico,1
PROJ_0536,Portal de Treinamento V2,4.3,163332.09,2,médio,Analista de Sistemas,1
PROJ_0537,Portal Interno,2.6,80506.21,2,baixo,Consultor Técnico,0
PROJ_0538,Plataforma E-commerce,3.7,103173.15,2,alto,Coordenador de TI,1
PROJ_0539,App de Controle de Acesso Advanced,3.6,219142.52,3,médio,Tech Lead,1
PROJ_0540,App de Controle de Acesso V2,4.9,177193.58,2,médio,Gerente de Desenvolvimento,1
PROJ_0541,Plataforma de Vendas,8.7,252054.4,2,médio,Gerente de Desenvolvimento,1
PROJ_0542,Portal do Cliente,3.7,126871.4,2,alto,Gerente de Projetos,1
PROJ_0543,Plataforma de Cursos,6.6,249528.15,2,alto,Tech Lead,1
PROJ_0544,Sistema de Segurança V2,9.4,454645.75,4,baixo,Arquiteto de Software,1
PROJ_0545,App de Controle de Acesso,9.4,624362.04,5,médio,Analista de Sistemas,1
PROJ_0546,App de Comunicação,2.4,70627.94,2,alto,Especialista em Dados,1
PROJ_0547,Sistema de Manutenção V2,4.8,164209.34,2,baixo,Gerente de Projetos,0
PROJ_0548,Portal Interno Plus,3.0,120933.11,2,alto,Consultor Técnico,1
PROJ_0549,Portal de Documentos,3.6,120060.06,2,médio,Gerente de Desenvolvimento,1
PROJ_0550,Sistema de Estoque,4.7,155651.84,2,médio,Desenvolvedor Senior,1
PROJ_0551,Sistema CRM Plus,9.8,429779.46,3,médio,Gerente de Desenvolvimento,1
PROJ_0552,App de Atendimento,3.7,101872.03,2,médio,Especialista em Dados,1
PROJ_0553,Portal do Cliente Advanced,6.9,284351.12,2,baixo,Líder Técnico,1
PROJ_0554,Sistema de Produção Mobile,4.3,158086.93,2,baixo,Líder Técnico,0
PROJ_0555,App de Delivery,5.2,153463.62,2,baixo,Arquiteto de Software,1
PROJ_0556,Portal de Fornecedores Pro,9.4,1189493.02,6,baixo,Desenvolvedor Senior,1
PROJ_0557,Portal de Relatórios,3.2,136824.82,2,alto,Coordenador de TI,1
PROJ_0558,Plataforma de Vendas,3.7,164274.52,3,alto,Coordenador de TI,1
PROJ_0559,Plataforma de Vendas,7.5,189014.46,2,alto,Consultor Técnico,1
PROJ_0560,Sistema de Produção Advanced,9.6,375844.25,2,médio,Gerente de Projetos,0
PROJ_0561,App de Atendimento,4.2,177191.05,2,baixo,Tech Lead,1
PROJ_0562,Portal Interno,3.0,132254.88,2,médio,Tech Lead,1
PROJ_0563,Sistema de Segurança Plus,2.5,88140.36,2,baixo,Coordenador de TI,0
PROJ_0564,App de Comunicação,5.8,156220.37,2,médio,Tech Lead,1
PROJ_0565,Plataforma E-commerce Mobile,2.6,72482.99,2,alto,Tech Lead,1
PROJ_0566,Plataforma de BI,5.5,239871.59,2,médio,Especialista em Dados,0
PROJ_0567,Sistema de Backup,3.6,148615.67,2,baixo,Analista de Sistemas,1
PROJ_0568,Sistema de Segurança Web,4.8,145010.13,2,alto,Especialista em Dados,1
PROJ_0569,App Mobile de Vendas V2,15.3,1127474.94,4,alto,Desenvolvedor Senior,1
PROJ_0570,Sistema de Compras Pro,7.0,229079.57,2,médio,Consultor Técnico,0
PROJ_0571,App de Monitoramento,4.8,341346.94,4,alto,Consultor Técnico,1
PROJ_0572,App de Logística Web,4.0,140603.36,2,médio,Desenvolvedor Senior,1
PROJ_0573,Sistema CRM,8.0,223099.06,2,baixo,Gerente de Projetos,0
PROJ_0574,Portal de Treinamento,6.2,387696.94,3,alto,Arquiteto de Software,1
PROJ_0575,Sistema de Estoque,6.7,600888.0,4,médio,Gerente de Desenvolvimento,1
PROJ_0576,Sistema de Compras,9.1,598448.16,5,alto,Especialista em Dados,1
PROJ_0577,Sistema de Compras,7.5,215980.85,2,baixo,Tech Lead,1
PROJ_0578,Dashboard Analytics,4.1,141506.07,2,médio,Especialista em Dados,0
PROJ_0579,Sistema Financeiro,5.4,141736.67,2,médio,Consultor Técnico,0
PROJ_0580,Portal Interno,7.0,149140.87,2,baixo,Gerente de Desenvolvimento,1
PROJ_0581,Portal do Cliente,4.4,168494.26,2,baixo,Analista de Sistemas,1
PROJ_0582,Sistema de Produção V2,2.6,125010.65,2,alto,Coordenador de TI,1
PROJ_0583,Plataforma de Cursos,8.5,218705.86,2,médio,Arquiteto de Software,1
PROJ_0584,Sistema de Qualidade,2.1,56769.5,2,baixo,Gerente de Desenvolvimento,0
PROJ_0585,Dashboard Analytics,11.1,640731.26,4,baixo,Tech Lead,1
PROJ_0586,Sistema de Qualidade Pro,7.2,428955.35,3,baixo,Líder Técnico,1
PROJ_0587,Portal de Fornecedores V2,4.0,110245.71,2,médio,Coordenador de TI,0
PROJ_0588,Plataforma IoT,5.5,209491.18,2,médio,Tech Lead,1
PROJ_0589,Plataforma de Vendas,9.0,300315.17,2,médio,Analista de Sistemas,1
PROJ_0590,Sistema de Gestão Empresarial Mobile,6.6,181976.22,2,baixo,Especialista em Dados,0
PROJ_0591,App Mobile de Vendas Plus,3.6,136105.38,2,médio,Tech Lead,1
PROJ_0592,Sistema Financeiro,3.1,107358.44,2,médio,Líder Técnico,1
PROJ_0593,App Mobile de Vendas,6.1,252641.13,2,baixo,Especialista em Dados,0
PROJ_0594,Sistema Financeiro,4.9,179527.1,2,baixo,Coordenador de TI,1
PROJ_0595,Portal de Relatórios Pro,8.0,289430.48,3,médio,Gerente de Desenvolvimento,1
PROJ_0596,Plataforma de Cursos,16.9,1608474.04,5,médio,Desenvolvedor Senior,1
PROJ_0597,Sistema de Estoque Plus,4.5,182217.87,2,baixo,Especialista em Dados,1
PROJ_0598,Plataforma de Vendas,9.5,780304.34,4,médio,Consultor Técnico,0
PROJ_0599,Sistema de Estoque Pro,5.8,151213.58,2,baixo,Especialista em Dados,1
PROJ_0600,Sistema de RH,6.1,187537.75,2,baixo,Arquiteto de Software,1
PROJ_0601,Sistema de Backup,12.8,699824.14,3,baixo,Especialista em Dados,1
PROJ_0602,Sistema de RH V2,3.5,133681.21,2,médio,Especialista em Dados,0
PROJ_0603,Dashboard Analytics,3.4,75958.82,2,alto,Especialista em Dados,1
PROJ_0604,Portal do Cliente,4.3,158733.79,2,baixo,Tech Lead,0
PROJ_0605,Plataforma IoT,3.7,125126.21,2,médio,Coordenador de TI,0
PROJ_0606,Sistema de Produção,8.7,397591.93,2,médio,Arquiteto de Software,1
PROJ_0607,Portal de Treinamento Web,9.5,539480.19,4,médio,Analista de Sistemas,1
PROJ_0608,Sistema de Segurança,9.9,584294.84,4,baixo,Desenvolvedor Senior,0
PROJ_0609,Sistema de Estoque,4.8,234084.75,2,baixo,Analista de Sistemas,0
PROJ_0610,App de Delivery,2.8,80806.44,2,baixo,Gerente de Projetos,1
PROJ_0611,Sistema Financeiro,6.0,288232.84,2,alto,Tech Lead,1
PROJ_0612,Sistema de Qualidade,6.3,195118.11,2,médio,Consultor Técnico,1
PROJ_0613,Plataforma E-commerce,4.5,161925.27,2,alto,Coordenador de TI,1
PROJ_0614,Portal do Cliente,9.5,770992.42,4,alto,Especialista em Dados,1
PROJ_0615,Plataforma de Vendas,8.8,592600.23,4,baixo,Gerente de Desenvolvimento,1
PROJ_0616,Plataforma de BI,4.8,266865.54,4,alto,Analista de Sistemas,1
PROJ_0617,Plataforma de Cursos,7.1,256428.62,2,alto,Especialista em Dados,0
PROJ_0618,Sistema de Qualidade,4.0,164372.93,2,médio,Tech Lead,0
PROJ_0619,Plataforma E-commerce,4.1,143072.31,2,alto,Consultor Técnico,1
PROJ_0620,App de Atendimento,2.9,116725.9,2,alto,Analista de Sistemas,1
PROJ_0621,Portal de Fornecedores,6.6,194941.09,2,médio,Gerente de Projetos,1
PROJ_0622,Plataforma de BI Plus,5.4,260019.73,3,baixo,Arquiteto de Software,1
